409 C5.2.1   MRS <Xt>, CurrentEL Current Exception Level
663 C5.5.25   TLBI RVAAE1NXS TLB Range Invalidate by VA, All ASID, EL1
667 C5.5.26   TLBI RVAAE1IS TLB Range Invalidate by VA, All ASID, EL1, Inner Shareable
667 C5.5.26   TLBI RVAAE1ISNXS TLB Range Invalidate by VA, All ASID, EL1, Inner Shareable
671 C5.5.27   TLBI RVAAE1OS TLB Ra nge Invalidate by VA, All ASID, EL1, Outer Shareable
671 C5.5.27   TLBI RVAAE1OSNXS TLB Ra nge Invalidate by VA, All ASID, EL1, Outer Shareable
675 C5.5.28   TLBI RVAALE1 TLB Range Invalidate by VA, All ASID, Last level, EL1
675 C5.5.28   TLBI RVAALE1NXS TLB Range Invalidate by VA, All ASID, Last level, EL1
679 C5.5.29   TLBI RVAALE1IS TLB Range Invalidate by VA, All ASID, Last Level, EL1, Inner Shareable
679 C5.5.29   TLBI RVAALE1ISNXS TLB Range Invalidate by VA, All ASID, Last Level, EL1, Inner Shareable
683 C5.5.30   TLBI RVAALE1OS TLB Range Invalidate by VA, All ASID, Last Level, EL1, Outer Shareable
683 C5.5.30   TLBI RVAALE1OSNXS TLB Range Invalidate by VA, All ASID, Last Level, EL1, Outer Shareable
687 C5.5.31   TLBI RVAE1 TLB Range Invalidate by VA, EL1
687 C5.5.31   TLBI RVAE1NXS TLB Range Invalidate by VA, EL1
691 C5.5.32   TLBI RVAE1IS TLB Range Invalidate by VA, EL1, Inner Shareable
691 C5.5.32   TLBI RVAE1ISNXS TLB Range Invalidate by VA, EL1, Inner Shareable
695 C5.5.33   TLBI RVAE1OS TLB Ra nge Invalidate by VA, EL1, Outer Shareable
695 C5.5.33   TLBI RVAE1OSNXS TLB Ra nge Invalidate by VA, EL1, Outer Shareable
699 C5.5.34   TLBI RVAE2 TLB Range Invalidate by VA, EL2
699 C5.5.34   TLBI RVAE2NXS TLB Range Invalidate by VA, EL2
703 C5.5.35   TLBI RVAE2IS TLB Range Invalidate by VA, EL2, Inner Shareable
703 C5.5.35   TLBI RVAE2ISNXS TLB Range Invalidate by VA, EL2, Inner Shareable
707 C5.5.36   TLBI RVAE2OS TLB Ra nge Invalidate by VA, EL2, Outer Shareable
707 C5.5.36   TLBI RVAE2OSNXS TLB Ra nge Invalidate by VA, EL2, Outer Shareable
720 C5.5.40   TLBI RVALE1 TLB Ra nge Invalidate by VA, Last level, EL1
720 C5.5.40   TLBI RVALE1NXS TLB Ra nge Invalidate by VA, Last level, EL1
724 C5.5.41   TLBI RVALE1IS TLB Ra nge Invalidate by VA, Last level, EL1, Inner Shareable
724 C5.5.41   TLBI RVALE1ISNXS TLB Ra nge Invalidate by VA, Last level, EL1, Inner Shareable
728 C5.5.42   TLBI RVALE1OS TLB Ra nge Invalidate by VA, Last level, EL1, Outer Shareable
728 C5.5.42   TLBI RVALE1OSNXS TLB Ra nge Invalidate by VA, Last level, EL1, Outer Shareable
732 C5.5.43   TLBI RVALE2 TLB Ra nge Invalidate by VA, Last level, EL2
732 C5.5.43   TLBI RVALE2NXS TLB Ra nge Invalidate by VA, Last level, EL2
736 C5.5.44   TLBI RVALE2IS TLB Ra nge Invalidate by VA, Last level, EL2, Inner Shareable
736 C5.5.44   TLBI RVALE2ISNXS TLB Ra nge Invalidate by VA, Last level, EL2, Inner Shareable
740 C5.5.45   TLBI RVALE2OS TLB Ra nge Invalidate by VA, Last level, EL2, Outer Shareable
740 C5.5.45   TLBI RVALE2OSNXS TLB Ra nge Invalidate by VA, Last level, EL2, Outer Shareable
753 C5.5.49   TLBI VAAE1 TL B Invalidate by VA, All ASID, EL1
753 C5.5.49   TLBI VAAE1NXS TL B Invalidate by VA, All ASID, EL1
757 C5.5.50   TLBI VAAE1IS TLB In validate by VA, All ASID, EL1, Inner Shareable
757 C5.5.50   TLBI VAAE1ISNXS TLB In validate by VA, All ASID, EL1, Inner Shareable
761 C5.5.51   TLBI VAAE1OS TLB In validate by VA, All ASID, EL1, Outer Shareable
761 C5.5.51   TLBI VAAE1OSNXS TLB In validate by VA, All ASID, EL1, Outer Shareable
765 C5.5.52   TLBI VAALE1 TLB In validate by VA, All ASID, Last level, EL1
765 C5.5.52   TLBI VAALE1NXS TLB In validate by VA, All ASID, Last level, EL1
769 C5.5.53   TLBI VAALE1IS TLB Inva lidate by VA, All ASID, Last Level, EL1, Inner Shareable
769 C5.5.53   TLBI VAALE1ISNXS TLB Inva lidate by VA, All ASID, Last Level, EL1, Inner Shareable
773 C5.5.54   TLBI VAALE1OS TLB Inva lidate by VA, All ASID, Last Level, EL1, Outer Shareable
773 C5.5.54   TLBI VAALE1OSNXS TLB Inva lidate by VA, All ASID, Last Level, EL1, Outer Shareable
777 C5.5.55   TLBI VAE1 TLB Invalidate by VA, EL1
777 C5.5.55   TLBI VAE1NXS TLB Invalidate by VA, EL1
781 C5.5.56   TLBI VAE1IS TLB  Invalidate by VA, EL1, Inner Shareable
781 C5.5.56   TLBI VAE1ISNXS TLB  Invalidate by VA, EL1, Inner Shareable
785 C5.5.57   TLBI VAE1OS TLB Invalidate by VA, EL1, Outer Shareable
785 C5.5.57   TLBI VAE1OSNXS TLB Invalidate by VA, EL1, Outer Shareable
789 C5.5.58   TLBI VAE2 TLB Invalidate by VA, EL2
789 C5.5.58   TLBI VAE2NXS TLB Invalidate by VA, EL2
793 C5.5.59   TLBI VAE2IS TLB  Invalidate by VA, EL2, Inner Shareable
793 C5.5.59   TLBI VAE2ISNXS TLB  Invalidate by VA, EL2, Inner Shareable
797 C5.5.60   TLBI VAE2OS TLB Invalidate by VA, EL2, Outer Shareable
797 C5.5.60   TLBI VAE2OSNXS TLB Invalidate by VA, EL2, Outer Shareable
810 C5.5.64   TLBI VALE1 TL B Invalidate by VA, Last level, EL1
810 C5.5.64   TLBI VALE1NXS TL B Invalidate by VA, Last level, EL1
814 C5.5.65   TLBI VALE1IS TLB Invali date by VA, Last level, EL1, Inner Shareable
814 C5.5.65   TLBI VALE1ISNXS TLB Invali date by VA, Last level, EL1, Inner Shareable
818 C5.5.66   TLBI VALE1OS TLB Inva lidate by VA, Last level, EL1, Outer Shareable
818 C5.5.66   TLBI VALE1OSNXS TLB Inva lidate by VA, Last level, EL1, Outer Shareable
822 C5.5.67   TLBI VALE2 TL B Invalidate by VA, Last level, EL2
822 C5.5.67   TLBI VALE2NXS TL B Invalidate by VA, Last level, EL2
826 C5.5.68   TLBI VALE2IS TLB Invali date by VA, Last level, EL2, Inner Shareable
826 C5.5.68   TLBI VALE2ISNXS TLB Invali date by VA, Last level, EL2, Inner Shareable
830 C5.5.69   TLBI VALE2OS TLB Inva lidate by VA, Last level, EL2, Outer Shareable
830 C5.5.69   TLBI VALE2OSNXS TLB Inva lidate by VA, Last level, EL2, Outer Shareable
843 C5.5.73   TLBI VMALLE1 TLB Invalidate by VMID, All at stage 1, EL1
843 C5.5.73   TLBI VMALLE1NXS TLB Invalidate by VMID, All at stage 1, EL1
846 C5.5.74   TLBI VMALLE1IS TLB In validate by VMID, All at stage 1, EL1, Inner Shareable
846 C5.5.74   TLBI VMALLE1ISNXS TLB In validate by VMID, All at stage 1, EL1, Inner Shareable
849 C5.5.75   TLBI VMALLE1OS TLB In validate by VMID, All at stage 1, EL1, Outer Shareable
849 C5.5.75   TLBI VMALLE1OSNXS TLB In validate by VMID, All at stage 1, EL1, Outer Shareable
852 C5.5.76   TLBI VMALLS12E1 TLB Invalidate by VMID, All at Stage 1 and 2, EL1
852 C5.5.76   TLBI VMALLS12E1NXS TLB Invalidate by VMID, All at Stage 1 and 2, EL1
854 C5.5.77   TLBI VMALLS12E1IS TLB Invalidate by VMID, All at Stage 1 and 2, EL1, Inner Shareable
854 C5.5.77   TLBI VMALLS12E1ISNXS TLB Invalidate by VMID, All at Stage 1 and 2, EL1, Inner Shareable
857 C5.5.78   TLBI VMALLS12E1OS TLB Invalidate by VMID, All at Stage 1 and 2, EL1, Outer Shareable
857 C5.5.78   TLBI VMALLS12E1OSNXS TLB Invalidate by VMID, All at Stage 1 and 2, EL1, Outer Shareable
3050 D13.2.1   MRS <Xt>, ACCDATA_EL1 Accelerator Data
3050 D13.2.1   MSR ACCDATA_EL1, <Xt> Accelerator Data
3052 D13.2.2   MRS <Xt>, ACTLR_EL1 Auxiliary Control Register (EL1)
3052 D13.2.2   MSR ACTLR_EL1, <Xt> Auxiliary Control Register (EL1)
3054 D13.2.3   MRS <Xt>, ACTLR_EL2 Auxiliary Control Register (EL2)
3054 D13.2.3   MSR ACTLR_EL2, <Xt> Auxiliary Control Register (EL2)
3058 D13.2.5   MRS <Xt>, AFSR0_EL1 Auxiliary Fault Status Register 0 (EL1)
3058 D13.2.5   MSR AFSR0_EL1, <Xt> Auxiliary Fault Status Register 0 (EL1)
3058 D13.2.5   MRS <Xt>, AFSR0_EL12 Auxiliary Fault Status Register 0 (EL1)
3058 D13.2.5   MSR AFSR0_EL12, <Xt> Auxiliary Fault Status Register 0 (EL1)
3061 D13.2.6   MRS <Xt>, AFSR0_EL2 Auxiliary Fault Status Register 0 (EL2)
3061 D13.2.6   MSR AFSR0_EL2, <Xt> Auxiliary Fault Status Register 0 (EL2)
3066 D13.2.8   MRS <Xt>, AFSR1_EL1 Auxiliary Fault Status Register 1 (EL1)
3066 D13.2.8   MSR AFSR1_EL1, <Xt> Auxiliary Fault Status Register 1 (EL1)
3066 D13.2.8   MRS <Xt>, AFSR1_EL12 Auxiliary Fault Status Register 1 (EL1)
3066 D13.2.8   MSR AFSR1_EL12, <Xt> Auxiliary Fault Status Register 1 (EL1)
3069 D13.2.9   MRS <Xt>, AFSR1_EL2 Auxiliary Fault Status Register 1 (EL2)
3069 D13.2.9   MSR AFSR1_EL2, <Xt> Auxiliary Fault Status Register 1 (EL2)
3075 D13.2.12   MRS <Xt>, AMAIR_EL1 Auxiliary Memory Attribute Indirection Register (EL1)
3075 D13.2.12   MSR AMAIR_EL1, <Xt> Auxiliary Memory Attribute Indirection Register (EL1)
3075 D13.2.12   MRS <Xt>, AMAIR_EL12 Auxiliary Memory Attribute Indirection Register (EL1)
3075 D13.2.12   MSR AMAIR_EL12, <Xt> Auxiliary Memory Attribute Indirection Register (EL1)
3078 D13.2.13   MRS <Xt>, AMAIR_EL2 Auxiliary Memory Attribute Indirection Register (EL2)
3078 D13.2.13   MSR AMAIR_EL2, <Xt> Auxiliary Memory Attribute Indirection Register (EL2)
3083 D13.2.15   MRS <Xt>, APDAKeyHi_EL1 Pointer Authentication Key A for Data (bits[127:64]) 
3083 D13.2.15   MSR APDAKeyHi_EL1, <Xt> Pointer Authentication Key A for Data (bits[127:64]) 
3085 D13.2.16   MRS <Xt>, APDAKeyLo_EL1 Pointer Authentication Key A for Data (bits[63:0]) 
3085 D13.2.16   MSR APDAKeyLo_EL1, <Xt> Pointer Authentication Key A for Data (bits[63:0]) 
3087 D13.2.17   MRS <Xt>, APDBKeyHi_EL1 Pointer Authentication Key B for Data (bits[127:64]) 
3087 D13.2.17   MSR APDBKeyHi_EL1, <Xt> Pointer Authentication Key B for Data (bits[127:64]) 
3089 D13.2.18   MRS <Xt>, APDBKeyLo_EL1 Pointer Authentication Key B for Data (bits[63:0]) 
3089 D13.2.18   MSR APDBKeyLo_EL1, <Xt> Pointer Authentication Key B for Data (bits[63:0]) 
3091 D13.2.19   MRS <Xt>, APGAKeyHi_EL1 Pointer Authentication Key A for Code (bits[127:64]) 
3091 D13.2.19   MSR APGAKeyHi_EL1, <Xt> Pointer Authentication Key A for Code (bits[127:64]) 
3093 D13.2.20   MRS <Xt>, APGAKeyLo_EL1 Pointer Authentication Key A for Code (bits[63:0]) 
3093 D13.2.20   MSR APGAKeyLo_EL1, <Xt> Pointer Authentication Key A for Code (bits[63:0]) 
3095 D13.2.21   MRS <Xt>, APIAKeyHi_EL1 Pointer Authentication Key A for Instruction (bits[127:64]) 
3095 D13.2.21   MSR APIAKeyHi_EL1, <Xt> Pointer Authentication Key A for Instruction (bits[127:64]) 
3097 D13.2.22   MRS <Xt>, APIAKeyLo_EL1 Pointer Authentication Key A for Instruction (bits[63:0]) 
3097 D13.2.22   MSR APIAKeyLo_EL1, <Xt> Pointer Authentication Key A for Instruction (bits[63:0]) 
3099 D13.2.23   MRS <Xt>, APIBKeyHi_EL1 Pointer Authentication Key B for Instruction (bits[127:64]) 
3099 D13.2.23   MSR APIBKeyHi_EL1, <Xt> Pointer Authentication Key B for Instruction (bits[127:64]) 
3101 D13.2.24   MRS <Xt>, APIBKeyLo_EL1 Pointer Authentication Key B for Instruction (bits[63:0]) 
3101 D13.2.24   MSR APIBKeyLo_EL1, <Xt> Pointer Authentication Key B for Instruction (bits[63:0]) 
3111 D13.2.28   MRS <Xt>, CONTEXTIDR_EL1 Context ID Register (EL1)
3111 D13.2.28   MSR CONTEXTIDR_EL1, <Xt> Context ID Register (EL1)
3111 D13.2.28   MRS <Xt>, CONTEXTIDR_EL12 Context ID Register (EL1)
3111 D13.2.28   MSR CONTEXTIDR_EL12, <Xt> Context ID Register (EL1)
3114 D13.2.29   MRS <Xt>, CONTEXTIDR_EL2 Context ID Register (EL2)
3114 D13.2.29   MSR CONTEXTIDR_EL2, <Xt> Context ID Register (EL2)
3117 D13.2.30   MRS <Xt>, CPACR_EL1 Architectural Feature Access Control Register
3117 D13.2.30   MSR CPACR_EL1, <Xt> Architectural Feature Access Control Register
3117 D13.2.30   MRS <Xt>, CPACR_EL12 Architectural Feature Access Control Register
3117 D13.2.30   MSR CPACR_EL12, <Xt> Architectural Feature Access Control Register
3122 D13.2.31   MRS <Xt>, CPTR_EL2 Architectural Feature Trap Register (EL2)
3122 D13.2.31   MSR CPTR_EL2, <Xt> Architectural Feature Trap Register (EL2)
3135 D13.2.33   MRS <Xt>, CSSELR_EL1 Cache Size Selection Register
3135 D13.2.33   MSR CSSELR_EL1, <Xt> Cache Size Selection Register
3141 D13.2.35   MRS <Xt>, DACR32_EL2 Domain Access Control Register
3141 D13.2.35   MSR DACR32_EL2, <Xt> Domain Access Control Register
3145 D13.2.37   MRS <Xt>, ESR_EL1 Exception Syndrome Register (EL1)
3145 D13.2.37   MSR ESR_EL1, <Xt> Exception Syndrome Register (EL1)
3145 D13.2.37   MRS <Xt>, ESR_EL12 Exception Syndrome Register (EL1)
3145 D13.2.37   MSR ESR_EL12, <Xt> Exception Syndrome Register (EL1)
3191 D13.2.38   MRS <Xt>, ESR_EL2 Exception Syndrome Register (EL2)
3191 D13.2.38   MSR ESR_EL2, <Xt> Exception Syndrome Register (EL2)
3281 D13.2.40   MRS <Xt>, FAR_EL1 Fault Address Register (EL1)
3281 D13.2.40   MSR FAR_EL1, <Xt> Fault Address Register (EL1)
3281 D13.2.40   MRS <Xt>, FAR_EL12 Fault Address Register (EL1)
3281 D13.2.40   MSR FAR_EL12, <Xt> Fault Address Register (EL1)
3286 D13.2.41   MRS <Xt>, FAR_EL2 Fault Address Register (EL2)
3286 D13.2.41   MSR FAR_EL2, <Xt> Fault Address Register (EL2)
3292 D13.2.43   MRS <Xt>, FPEXC32_EL2 Floating-Point Exception Control register
3292 D13.2.43   MSR FPEXC32_EL2, <Xt> Floating-Point Exception Control register
3298 D13.2.44   MRS <Xt>, GCR_EL1 Tag Control Register.
3298 D13.2.44   MSR GCR_EL1, <Xt> Tag Control Register.
3301 D13.2.46   MRS <Xt>, HACR_EL2 Hypervisor Auxiliary Control Register
3301 D13.2.46   MSR HACR_EL2, <Xt> Hypervisor Auxiliary Control Register
3303 D13.2.47   MRS <Xt>, HAFGRTR_EL2 Hypervisor Activity Monitors Fine-Grained Read Trap Register
3303 D13.2.47   MSR HAFGRTR_EL2, <Xt> Hypervisor Activity Monitors Fine-Grained Read Trap Register
3307 D13.2.48   MRS <Xt>, HCR_EL2 Hypervisor Configuration Register
3307 D13.2.48   MSR HCR_EL2, <Xt> Hypervisor Configuration Register
3339 D13.2.49   MRS <Xt>, HCRX_EL2 Extended Hypervisor Configuration Register
3339 D13.2.49   MSR HCRX_EL2, <Xt> Extended Hypervisor Configuration Register
3343 D13.2.50   MRS <Xt>, HDFGRTR_EL2 Hypervisor Debug Fine-Grained Read Trap Register
3343 D13.2.50   MSR HDFGRTR_EL2, <Xt> Hypervisor Debug Fine-Grained Read Trap Register
3362 D13.2.51   MRS <Xt>, HDFGWTR_EL2 Hypervisor Debug Fine-Grained Write Trap Register
3362 D13.2.51   MSR HDFGWTR_EL2, <Xt> Hypervisor Debug Fine-Grained Write Trap Register
3380 D13.2.52   MRS <Xt>, HFGITR_EL2 Hypervisor Fine-Grained Instruction Trap Register
3380 D13.2.52   MSR HFGITR_EL2, <Xt> Hypervisor Fine-Grained Instruction Trap Register
3399 D13.2.53   MRS <Xt>, HFGRTR_EL2 Hypervisor Fine-Grained Read Trap Register
3399 D13.2.53   MSR HFGRTR_EL2, <Xt> Hypervisor Fine-Grained Read Trap Register
3415 D13.2.54   MRS <Xt>, HFGWTR_EL2 Hypervisor Fine-Grained Write Trap Register
3415 D13.2.54   MSR HFGWTR_EL2, <Xt> Hypervisor Fine-Grained Write Trap Register
3428 D13.2.55   MRS <Xt>, HPFAR_EL2 Hypervisor IPA Fault Address Register
3428 D13.2.55   MSR HPFAR_EL2, <Xt> Hypervisor IPA Fault Address Register
3431 D13.2.56   MRS <Xt>, HSTR_EL2 Hypervisor System Trap Register
3431 D13.2.56   MSR HSTR_EL2, <Xt> Hypervisor System Trap Register
3535 D13.2.88   MRS <Xt>, IFSR32_EL2 Instruction Fault Status Register (EL2)
3535 D13.2.88   MSR IFSR32_EL2, <Xt> Instruction Fault Status Register (EL2)
3540 D13.2.89   MRS <Xt>, ISR_EL1 Interrupt Status Register
3542 D13.2.90   MRS <Xt>, LORC_EL1 LORegion Control (EL1)
3542 D13.2.90   MSR LORC_EL1, <Xt> LORegion Control (EL1)
3545 D13.2.91   MRS <Xt>, LOREA_EL1 LORegion End Address (EL1)
3545 D13.2.91   MSR LOREA_EL1, <Xt> LORegion End Address (EL1)
3548 D13.2.92   MRS <Xt>, LORID_EL1 LORegionID (EL1)
3550 D13.2.93   MRS <Xt>, LORN_EL1 LORegion Number (EL1)
3550 D13.2.93   MSR LORN_EL1, <Xt> LORegion Number (EL1)
3553 D13.2.94   MRS <Xt>, LORSA_EL1 LORegion Start Address (EL1)
3553 D13.2.94   MSR LORSA_EL1, <Xt> LORegion Start Address (EL1)
3557 D13.2.95   MRS <Xt>, MAIR_EL1 Memory Attribute Indirection Register (EL1)
3557 D13.2.95   MSR MAIR_EL1, <Xt> Memory Attribute Indirection Register (EL1)
3557 D13.2.95   MRS <Xt>, MAIR_EL12 Memory Attribute Indirection Register (EL1)
3557 D13.2.95   MSR MAIR_EL12, <Xt> Memory Attribute Indirection Register (EL1)
3562 D13.2.96   MRS <Xt>, MAIR_EL2 Memory Attribute Indirection Register (EL2)
3562 D13.2.96   MSR MAIR_EL2, <Xt> Memory Attribute Indirection Register (EL2)
